product_id,category,date,current_price,units_sold,stock_level,competitor_price,page_views,unit_cost,promotion_flag,base_price
10002,General Merchandise,2011-02-22,0.85,12,272,0.85,321,0.5,1,1.66
10002,General Merchandise,2011-02-25,0.85,24,280,0.85,642,0.5,1,1.66
10002,General Merchandise,2011-03-01,1.63,2,220,1.62,53,0.95,0,1.66
10002,General Merchandise,2011-03-04,0.85,2,218,0.85,53,0.5,1,1.66
10002,General Merchandise,2011-03-07,1.63,2,216,1.62,53,0.95,0,1.66
10002,General Merchandise,2011-03-15,1.63,1,212,1.62,26,0.95,0,1.66
10002,General Merchandise,2011-03-17,0.85,6,219,0.85,160,0.5,1,1.66
10002,General Merchandise,2011-03-20,0.85,4,210,0.85,107,0.5,1,1.66
10002,General Merchandise,2011-03-21,0.85,5,208,0.85,133,0.5,1,1.66
10002,General Merchandise,2011-03-25,0.85,6,204,0.85,160,0.5,1,1.66
10002,General Merchandise,2011-04-01,0.85,120,385,0.85,3210,0.5,1,1.66
10002,General Merchandise,2011-04-03,0.85,6,78,0.85,160,0.5,1,1.66
10002,General Merchandise,2011-04-15,0.85,62,164,0.85,1658,0.5,1,1.66
10002,General Merchandise,2011-04-18,0.85,1,2,0.85,26,0.5,1,1.66
10080,General Merchandise,2011-02-27,0.85,2,310,0.82,69,0.5,0,0.85
10080,General Merchandise,2011-06-21,0.39,48,480,0.38,1660,0.23,1,0.85
10080,General Merchandise,2011-06-30,0.39,12,297,0.38,415,0.23,1,0.85
10080,General Merchandise,2011-07-05,0.39,12,285,0.38,415,0.23,1,0.85
10080,General Merchandise,2011-07-26,0.39,12,273,0.38,415,0.23,1,0.85
10080,General Merchandise,2011-08-01,0.39,12,261,0.38,415,0.23,1,0.85
10080,General Merchandise,2011-08-02,0.39,24,294,0.38,830,0.23,1,0.85
10080,General Merchandise,2011-08-03,0.39,12,225,0.38,415,0.23,1,0.85
10080,General Merchandise,2011-08-22,0.39,12,213,0.38,415,0.23,1,0.85
10080,General Merchandise,2011-09-05,0.39,12,201,0.38,415,0.23,1,0.85
10080,General Merchandise,2011-09-08,0.39,24,234,0.38,830,0.23,1,0.85
10080,General Merchandise,2011-09-19,0.39,12,165,0.38,415,0.23,1,0.85
10080,General Merchandise,2011-09-27,0.39,12,153,0.38,415,0.23,1,0.85
10080,General Merchandise,2011-10-10,0.39,1,100,0.38,34,0.23,1,0.85
10080,General Merchandise,2011-10-13,0.39,3,107,0.38,103,0.23,1,0.85
10080,General Merchandise,2011-10-25,0.39,2,100,0.38,69,0.23,1,0.85
10080,General Merchandise,2011-11-02,0.39,24,180,0.38,830,0.23,1,0.85
10080,General Merchandise,2011-11-11,0.39,24,156,0.38,830,0.23,1,0.85
10080,General Merchandise,2011-11-14,0.39,12,87,0.38,415,0.23,1,0.85
10080,General Merchandise,2011-11-18,0.39,4,45,0.38,138,0.23,1,0.85
10080,General Merchandise,2011-11-21,0.39,27,127,0.38,933,0.23,1,0.85
10120,General Merchandise,2010-12-03,0.21,3,206,0.2,87,0.12,0,0.21
10120,General Merchandise,2010-12-08,0.21,12,243,0.2,351,0.12,0,0.21
10120,General Merchandise,2010-12-10,0.21,1,182,0.2,29,0.12,0,0.21
10120,General Merchandise,2011-02-20,0.21,30,311,0.2,878,0.12,0,0.21
10120,General Merchandise,2011-03-04,0.21,11,196,0.2,322,0.12,0,0.21
10120,General Merchandise,2011-03-07,0.21,16,207,0.2,468,0.12,0,0.21
10120,General Merchandise,2011-03-30,0.21,2,128,0.2,58,0.12,0,0.21
10120,General Merchandise,2011-05-15,0.21,1,122,0.2,29,0.12,0,0.21
10120,General Merchandise,2011-05-17,0.21,2,125,0.2,58,0.12,0,0.21
10120,General Merchandise,2011-07-07,0.21,5,137,0.2,146,0.12,0,0.21
10120,General Merchandise,2011-08-02,0.21,5,132,0.2,146,0.12,0,0.21
10120,General Merchandise,2011-08-22,0.21,30,239,0.2,878,0.12,0,0.21
10120,General Merchandise,2011-09-04,0.21,3,88,0.2,87,0.12,0,0.21
10120,General Merchandise,2011-09-20,0.21,1,76,0.2,29,0.12,0,0.21
10120,General Merchandise,2011-09-27,0.21,5,93,0.2,146,0.12,0,0.21
10120,General Merchandise,2011-09-28,0.21,1,70,0.2,29,0.12,0,0.21
10120,General Merchandise,2011-10-03,0.21,5,87,0.2,146,0.12,0,0.21
10120,General Merchandise,2011-10-23,0.21,5,82,0.2,146,0.12,0,0.21
10120,General Merchandise,2011-11-02,0.21,1,59,0.2,29,0.12,0,0.21
10120,General Merchandise,2011-11-04,0.21,37,219,0.2,1083,0.12,0,0.21
10120,General Merchandise,2011-11-20,0.21,6,43,0.2,175,0.12,0,0.21
10120,General Merchandise,2011-11-22,0.21,1,15,0.2,29,0.12,0,0.21
10120,General Merchandise,2011-11-30,0.21,4,27,0.2,117,0.12,0,0.21
10120,General Merchandise,2011-12-04,0.21,6,32,0.2,175,0.12,0,0.21
10123C,Gift Packaging,2010-12-03,0.65,1,8,0.65,22,0.44,0,0.65
10123C,Gift Packaging,2011-03-04,0.65,3,13,0.65,68,0.44,0,0.65
10123C,Gift Packaging,2011-03-31,0.65,1,4,0.65,22,0.44,0,0.65
10124A,General Merchandise,2010-12-06,0.42,4,24,0.4,85,0.25,0,0.42
10124A,General Merchandise,2011-02-08,0.42,3,18,0.4,64,0.25,0,0.42
10124A,General Merchandise,2011-03-17,0.42,4,17,0.4,85,0.25,0,0.42
10124A,General Merchandise,2011-03-27,0.42,1,7,0.4,21,0.25,0,0.42
10124A,General Merchandise,2011-11-06,0.42,4,12,0.4,85,0.25,0,0.42
10124G,General Merchandise,2010-12-02,0.42,5,36,0.4,164,0.25,0,0.42
10124G,General Merchandise,2011-03-17,0.42,4,27,0.4,131,0.25,0,0.42
10124G,General Merchandise,2011-09-29,0.42,4,23,0.4,131,0.25,0,0.42
10124G,General Merchandise,2011-11-06,0.42,4,19,0.4,131,0.25,0,0.42
10125,General Merchandise,2010-12-01,0.85,2,1300,0.83,71,0.5,1,1.66
10125,General Merchandise,2010-12-06,1.25,3,1301,1.23,106,0.73,1,1.66
10125,General Merchandise,2010-12-08,0.85,40,1389,0.83,1424,0.5,1,1.66
10125,General Merchandise,2010-12-13,1.04,21,1302,1.02,748,0.61,1,1.66
10125,General Merchandise,2010-12-15,0.42,80,1427,0.41,2849,0.25,1,1.66
10125,General Merchandise,2010-12-17,1.66,1,1152,1.63,35,0.97,0,1.66
10125,General Merchandise,2010-12-23,0.81,7,1166,0.8,249,0.47,1,1.66
10125,General Merchandise,2011-01-04,0.81,15,1179,0.8,534,0.47,1,1.66
10125,General Merchandise,2011-01-05,0.81,1,1129,0.8,35,0.47,1,1.66
10125,General Merchandise,2011-01-06,0.42,60,1274,0.41,2137,0.25,1,1.66
10125,General Merchandise,2011-01-07,0.68,22,1120,0.67,783,0.4,1,1.66
10125,General Merchandise,2011-01-10,0.62,43,1150,0.6,1531,0.36,1,1.66
10125,General Merchandise,2011-01-11,0.62,21,1052,0.6,748,0.36,1,1.66
10125,General Merchandise,2011-01-12,0.81,7,997,0.8,249,0.47,1,1.66
10125,General Merchandise,2011-01-13,0.79,3,980,0.78,106,0.46,1,1.66
10125,General Merchandise,2011-01-14,0.79,5,982,0.78,178,0.46,1,1.66
10125,General Merchandise,2011-01-17,0.79,5,977,0.78,178,0.46,1,1.66
10125,General Merchandise,2011-01-18,0.79,2,964,0.78,71,0.46,1,1.66
10125,General Merchandise,2011-01-19,0.42,20,1007,0.41,712,0.25,1,1.66
10125,General Merchandise,2011-01-20,0.79,4,947,0.78,142,0.46,1,1.66
10125,General Merchandise,2011-01-21,0.79,5,946,0.78,178,0.46,1,1.66
10125,General Merchandise,2011-03-03,1.63,1,931,1.6,35,0.95,0,1.66
10125,General Merchandise,2011-03-04,0.85,22,982,0.83,783,0.5,1,1.66
10125,General Merchandise,2011-03-22,1.63,1,908,1.6,35,0.95,0,1.66
10125,General Merchandise,2011-03-24,0.85,20,954,0.83,712,0.5,1,1.66
10125,General Merchandise,2011-03-25,0.85,4,894,0.83,142,0.5,1,1.66
10125,General Merchandise,2011-03-28,0.85,20,930,0.83,712,0.5,1,1.66
10125,General Merchandise,2011-03-30,0.85,5,873,0.83,178,0.5,1,1.66
10125,General Merchandise,2011-03-31,0.85,41,957,0.83,1460,0.5,1,1.66
10125,General Merchandise,2011-04-07,0.85,21,866,0.83,748,0.5,1,1.66
10125,General Merchandise,2011-04-11,0.85,20,843,0.83,712,0.5,1,1.66
10125,General Merchandise,2011-04-15,0.85,20,823,0.83,712,0.5,1,1.66
10125,General Merchandise,2011-04-19,0.85,20,803,0.83,712,0.5,1,1.66
10125,General Merchandise,2011-04-28,0.85,1,736,0.83,35,0.5,1,1.66
10125,General Merchandise,2011-05-03,0.85,1,735,0.83,35,0.5,1,1.66
10125,General Merchandise,2011-05-08,0.85,4,741,0.83,142,0.5,1,1.66
10125,General Merchandise,2011-05-11,0.85,100,975,0.83,3562,0.5,1,1.66
10125,General Merchandise,2011-05-16,0.85,1,630,0.83,35,0.5,1,1.66
10125,General Merchandise,2011-05-22,0.85,1,629,0.83,35,0.5,1,1.66
10125,General Merchandise,2011-06-05,0.85,1,628,0.83,35,0.5,1,1.66
10125,General Merchandise,2011-06-09,0.85,12,654,0.83,427,0.5,1,1.66
10125,General Merchandise,2011-06-23,1.63,2,617,1.6,71,0.95,0,1.66
10125,General Merchandise,2011-07-01,0.85,4,620,0.83,142,0.5,1,1.66
10125,General Merchandise,2011-07-04,0.85,22,661,0.83,783,0.5,1,1.66
10125,General Merchandise,2011-07-07,1.63,1,587,1.6,35,0.95,0,1.66
10125,General Merchandise,2011-07-10,0.85,5,596,0.83,178,0.5,1,1.66
10125,General Merchandise,2011-07-14,0.85,25,640,0.83,890,0.5,1,1.66
10125,General Merchandise,2011-07-18,0.85,120,850,0.83,4274,0.5,1,1.66
10125,General Merchandise,2011-08-11,0.85,40,532,0.83,1424,0.5,1,1.66
10125,General Merchandise,2011-08-19,0.85,20,443,0.83,712,0.5,1,1.66
10125,General Merchandise,2011-08-24,0.85,25,435,0.83,890,0.5,1,1.66
10125,General Merchandise,2011-09-05,0.85,20,398,0.83,712,0.5,1,1.66
10125,General Merchandise,2011-09-28,0.85,40,427,0.83,1424,0.5,1,1.66
10125,General Merchandise,2011-09-30,0.85,150,660,0.83,5343,0.5,1,1.66
10125,General Merchandise,2011-10-02,0.85,7,156,0.83,249,0.5,1,1.66
10125,General Merchandise,2011-10-06,0.85,3,139,0.83,106,0.5,1,1.66
10125,General Merchandise,2011-10-07,1.63,1,131,1.6,35,0.95,0,1.66
10125,General Merchandise,2011-10-17,0.85,20,177,0.83,712,0.5,1,1.66
10125,General Merchandise,2011-10-25,0.85,20,157,0.83,712,0.5,1,1.66
10125,General Merchandise,2011-11-04,0.85,2,92,0.83,71,0.5,1,1.66
10125,General Merchandise,2011-11-16,0.85,60,234,0.83,2137,0.5,1,1.66
10125,General Merchandise,2011-12-04,0.85,6,40,0.83,213,0.5,1,1.66
10125,General Merchandise,2011-12-09,0.85,20,69,0.83,712,0.5,1,1.66
10133,Accessories,2010-12-01,0.85,5,2880,0.83,169,0.55,1,1.66
10133,Accessories,2010-12-03,1.66,1,2864,1.62,33,1.07,0,1.66
10133,Accessories,2010-12-05,0.85,14,2899,0.83,473,0.55,1,1.66
10133,Accessories,2010-12-06,0.85,2,2852,0.83,67,0.55,1,1.66
10133,Accessories,2010-12-09,0.85,12,2878,0.83,405,0.55,1,1.66
10133,Accessories,2010-12-16,0.56,50,2971,0.55,1690,0.36,1,1.66
10133,Accessories,2010-12-17,0.42,20,2838,0.41,676,0.27,1,1.66
10133,Accessories,2010-12-19,0.85,10,2790,0.83,338,0.55,1,1.66
10133,Accessories,2010-12-23,0.83,16,2797,0.81,540,0.54,1,1.66
10133,Accessories,2011-01-04,0.81,1,2739,0.79,33,0.52,1,1.66
10133,Accessories,2011-01-05,0.81,1,2738,0.79,33,0.52,1,1.66
10133,Accessories,2011-01-06,0.81,1,2737,0.79,33,0.52,1,1.66
10133,Accessories,2011-01-07,0.81,8,2756,0.79,270,0.52,1,1.66
10133,Accessories,2011-01-10,0.68,27,2800,0.66,912,0.44,1,1.66
10133,Accessories,2011-01-11,0.81,3,2707,0.79,101,0.52,1,1.66
10133,Accessories,2011-01-12,0.81,11,2726,0.79,371,0.52,1,1.66
10133,Accessories,2011-01-13,0.79,4,2696,0.77,135,0.51,1,1.66
10133,Accessories,2011-01-14,0.79,22,2741,0.77,743,0.51,1,1.66
10133,Accessories,2011-01-17,0.79,14,2697,0.77,473,0.51,1,1.66
10133,Accessories,2011-01-18,0.79,16,2689,0.77,540,0.51,1,1.66
10133,Accessories,2011-01-19,0.42,20,2684,0.41,676,0.27,1,1.66
10133,Accessories,2011-01-20,0.79,2,2614,0.77,67,0.51,1,1.66
10133,Accessories,2011-01-21,0.42,40,2717,0.41,1352,0.27,1,1.66
10133,Accessories,2011-01-25,0.85,10,2594,0.83,338,0.55,1,1.66
10133,Accessories,2011-02-09,0.85,10,2584,0.83,338,0.55,1,1.66
10133,Accessories,2011-02-15,0.85,10,2574,0.83,338,0.55,1,1.66
10133,Accessories,2011-02-21,0.85,4,2548,0.83,135,0.55,1,1.66
10133,Accessories,2011-02-24,0.85,10,2560,0.83,338,0.55,1,1.66
10133,Accessories,2011-02-28,1.24,5,2536,1.21,169,0.8,1,1.66
10133,Accessories,2011-03-01,0.85,30,2601,0.83,1014,0.55,1,1.66
10133,Accessories,2011-03-04,0.85,21,2546,0.83,709,0.55,1,1.66
10133,Accessories,2011-03-10,0.85,2,2472,0.83,67,0.55,1,1.66
10133,Accessories,2011-03-29,0.85,30,2548,0.83,1014,0.55,1,1.66
10133,Accessories,2011-04-04,1.63,1,2437,1.59,33,1.05,0,1.66
10133,Accessories,2011-04-15,0.85,70,2627,0.83,2366,0.55,1,1.66
10133,Accessories,2011-04-18,0.85,5,2377,0.83,169,0.55,1,1.66
10133,Accessories,2011-05-04,0.85,10,2386,0.83,338,0.55,1,1.66
10133,Accessories,2011-05-06,0.85,1,2351,0.83,33,0.55,1,1.66
10133,Accessories,2011-05-13,0.85,20,2403,0.83,676,0.55,1,1.66
10133,Accessories,2011-05-22,0.85,2,2333,0.83,67,0.55,1,1.66
10133,Accessories,2011-06-01,1.63,1,2328,1.59,33,1.05,0,1.66
10133,Accessories,2011-06-02,0.85,10,2352,0.83,338,0.55,1,1.66
10133,Accessories,2011-06-05,0.42,10,2342,0.41,338,0.27,1,1.66
10133,Accessories,2011-06-07,0.48,103,2590,0.47,3481,0.31,1,1.66
10133,Accessories,2011-06-08,0.42,11,2232,0.41,371,0.27,1,1.66
10133,Accessories,2011-06-09,0.42,40,2301,0.41,1352,0.27,1,1.66
10133,Accessories,2011-06-12,0.42,20,2206,0.41,676,0.27,1,1.66
10133,Accessories,2011-06-13,0.52,55,2283,0.51,1859,0.34,1,1.66
10133,Accessories,2011-06-14,0.83,5,2089,0.81,169,0.54,1,1.66
10133,Accessories,2011-06-15,0.42,14,2109,0.41,473,0.27,1,1.66
10133,Accessories,2011-06-16,0.56,46,2184,0.54,1554,0.36,1,1.66
10133,Accessories,2011-06-19,0.42,12,2044,0.41,405,0.27,1,1.66
10133,Accessories,2011-06-20,0.85,20,2054,0.83,676,0.55,1,1.66
10133,Accessories,2011-06-21,0.69,53,2125,0.68,1791,0.45,1,1.66
10133,Accessories,2011-06-22,0.42,22,1986,0.41,743,0.27,1,1.66
10133,Accessories,2011-06-23,0.83,4,1915,0.81,135,0.54,1,1.66
10133,Accessories,2011-06-24,0.42,22,1960,0.41,743,0.27,1,1.66
10133,Accessories,2011-06-26,0.42,2,1883,0.41,67,0.27,1,1.66
10133,Accessories,2011-06-28,0.42,24,1942,0.41,811,0.27,1,1.66
10133,Accessories,2011-06-29,0.83,15,1893,0.81,507,0.54,1,1.66
10133,Accessories,2011-06-30,0.83,37,1939,0.81,1250,0.54,1,1.66
10133,Accessories,2011-07-01,0.42,34,1894,0.41,1149,0.27,1,1.66
10133,Accessories,2011-07-04,0.62,47,1896,0.61,1588,0.4,1,1.66
10133,Accessories,2011-07-05,0.83,3,1727,0.81,101,0.54,1,1.66
10133,Accessories,2011-07-06,0.62,43,1835,0.61,1453,0.4,1,1.66
10133,Accessories,2011-07-07,0.58,60,1839,0.57,2028,0.38,1,1.66
10133,Accessories,2011-07-08,0.62,33,1704,0.61,1115,0.4,1,1.66
10133,Accessories,2011-07-10,0.42,16,1624,0.41,540,0.27,1,1.66
10133,Accessories,2011-07-11,0.52,43,1683,0.51,1453,0.34,1,1.66
10133,Accessories,2011-07-12,0.69,69,1712,0.68,2332,0.45,1,1.66
10133,Accessories,2011-07-13,0.56,29,1532,0.54,980,0.36,1,1.66
10133,Accessories,2011-07-14,0.56,48,1555,0.54,1622,0.36,1,1.66
10133,Accessories,2011-07-15,0.83,6,1391,0.81,202,0.54,1,1.66
10133,Accessories,2011-07-17,0.42,20,1424,0.41,676,0.27,1,1.66
10133,Accessories,2011-07-18,0.83,3,1357,0.81,101,0.54,1,1.66
10133,Accessories,2011-07-20,0.83,10,1373,0.81,338,0.54,1,1.66
10133,Accessories,2011-07-21,0.42,80,1557,0.41,2704,0.27,1,1.66
10133,Accessories,2011-07-22,0.83,26,1328,0.81,878,0.54,1,1.66
10133,Accessories,2011-07-24,0.42,100,1507,0.41,3380,0.27,1,1.66
10133,Accessories,2011-07-25,0.83,38,1235,0.81,1284,0.54,1,1.66
10133,Accessories,2011-07-26,0.62,24,1158,0.61,811,0.4,1,1.66
10133,Accessories,2011-07-27,0.42,27,1142,0.41,912,0.27,1,1.66
10133,Accessories,2011-07-28,0.42,30,1124,0.41,1014,0.27,1,1.66
10133,Accessories,2011-07-29,0.83,1,1013,0.81,33,0.54,1,1.66
10133,Accessories,2011-07-31,0.42,40,1120,0.41,1352,0.27,1,1.66
10133,Accessories,2011-08-01,0.83,15,1011,0.81,507,0.54,1,1.66
10133,Accessories,2011-08-02,0.83,1,957,0.81,33,0.54,1,1.66
10133,Accessories,2011-08-03,0.62,43,1073,0.61,1453,0.4,1,1.66
10133,Accessories,2011-08-04,0.56,61,1079,0.54,2061,0.36,1,1.66
10133,Accessories,2011-08-07,0.42,50,988,0.41,1690,0.27,1,1.66
10133,Accessories,2011-08-08,0.83,2,805,0.81,67,0.54,1,1.66
10133,Accessories,2011-08-11,0.42,20,853,0.41,676,0.27,1,1.66
10133,Accessories,2011-08-12,0.83,70,971,0.81,2366,0.54,1,1.66
10133,Accessories,2011-08-15,0.42,43,827,0.41,1453,0.27,1,1.66
10133,Accessories,2011-08-16,0.42,20,720,0.41,676,0.27,1,1.66
10133,Accessories,2011-08-17,0.42,2,650,0.41,67,0.27,1,1.66
10133,Accessories,2011-08-18,0.42,60,809,0.41,2028,0.27,1,1.66
10133,Accessories,2011-08-19,0.42,80,804,0.41,2704,0.27,1,1.66
10133,Accessories,2011-08-21,0.42,40,613,0.41,1352,0.27,1,1.66
10133,Accessories,2011-08-22,0.42,20,518,0.41,676,0.27,1,1.66
10133,Accessories,2011-08-23,0.42,5,456,0.41,169,0.27,1,1.66
10133,Accessories,2011-08-24,0.42,140,825,0.41,4732,0.27,1,1.66
10133,Accessories,2011-08-25,0.42,40,408,0.41,1352,0.27,1,1.66
10133,Accessories,2011-08-26,0.42,20,313,0.41,676,0.27,1,1.66
10133,Accessories,2011-08-30,0.83,30,321,0.81,1014,0.54,1,1.66
10133,Accessories,2011-08-31,0.83,1,210,0.81,33,0.54,1,1.66
10133,Accessories,2011-09-01,0.42,163,658,0.41,5509,0.27,1,1.66
10133,Accessories,2011-09-02,0.73,14,82,0.71,473,0.47,1,1.66
10133,Accessories,2011-09-05,0.42,10,57,0.41,338,0.27,1,1.66
10133,Accessories,2011-09-07,0.42,20,75,0.41,676,0.27,1,1.66
10135,Accessories,2010-12-01,2.51,1,2234,2.56,35,1.62,0,2.51
10135,Accessories,2010-12-02,1.25,10,2264,1.27,359,0.81,1,2.51
10135,Accessories,2010-12-03,2.51,1,2223,2.56,35,1.62,0,2.51
10135,Accessories,2010-12-05,1.25,11,2256,1.27,395,0.81,1,2.51
10135,Accessories,2010-12-07,2.51,8,2235,2.56,287,1.62,0,2.51
10135,Accessories,2010-12-08,2.51,3,2210,2.56,107,1.62,0,2.51
10135,Accessories,2010-12-09,1.88,11,2234,1.92,395,1.21,1,2.51
10135,Accessories,2010-12-10,1.67,6,2206,1.7,215,1.08,1,2.51
10135,Accessories,2010-12-13,1.46,41,2320,1.49,1474,0.94,1,2.51
10135,Accessories,2010-12-14,0.42,20,2207,0.43,719,0.27,1,2.51
10135,Accessories,2010-12-15,0.42,40,2255,0.43,1438,0.27,1,2.51
10135,Accessories,2010-12-16,0.42,200,2763,0.43,7194,0.27,1,2.51
10135,Accessories,2010-12-17,2.51,5,1896,2.56,179,1.62,0,2.51
10135,Accessories,2010-12-20,1.46,21,1945,1.49,755,0.94,1,2.51
10135,Accessories,2010-12-21,2.51,2,1859,2.56,71,1.62,0,2.51
10135,Accessories,2010-12-23,1.27,31,1957,1.29,1115,0.82,1,2.51
10135,Accessories,2011-01-04,1.28,28,1915,1.3,1007,0.83,1,2.51
10135,Accessories,2011-01-05,0.85,69,2028,0.87,2482,0.55,1,2.51
10135,Accessories,2011-01-06,0.85,46,1880,0.87,1654,0.55,1,2.51
10135,Accessories,2011-01-07,0.99,42,1820,1.01,1510,0.64,1,2.51
10135,Accessories,2011-01-09,0.42,40,1771,0.43,1438,0.27,1,2.51
10135,Accessories,2011-01-10,1.28,26,1684,1.3,935,0.83,1,2.51
10135,Accessories,2011-01-11,0.71,68,1801,0.72,2446,0.46,1,2.51
10135,Accessories,2011-01-12,1.28,12,1542,1.3,431,0.83,1,2.51
10135,Accessories,2011-01-13,1.25,6,1509,1.27,215,0.81,1,2.51
10135,Accessories,2011-01-14,1.25,4,1496,1.27,143,0.81,1,2.51
10135,Accessories,2011-01-17,1.25,37,1605,1.27,1330,0.81,1,2.51
10135,Accessories,2011-01-18,1.25,9,1472,1.27,323,0.81,1,2.51
10135,Accessories,2011-01-19,0.97,31,1539,0.99,1115,0.63,1,2.51
10135,Accessories,2011-01-20,1.25,56,1593,1.27,2014,0.81,1,2.51
10135,Accessories,2011-01-21,1.04,127,1780,1.06,4568,0.67,1,2.51
10135,Accessories,2011-01-27,1.25,2,1225,1.27,71,0.81,1,2.51
10135,Accessories,2011-01-30,1.25,10,1251,1.27,359,0.81,1,2.51
10135,Accessories,2011-02-01,2.46,1,1210,2.51,35,1.59,0,2.51
10135,Accessories,2011-02-09,2.46,1,1209,2.51,35,1.59,0,2.51
10135,Accessories,2011-02-14,0.42,20,1273,0.43,719,0.27,1,2.51
10135,Accessories,2011-02-15,1.25,10,1219,1.27,359,0.81,1,2.51
10135,Accessories,2011-02-16,1.65,21,1246,1.68,755,1.07,1,2.51
10135,Accessories,2011-02-21,1.25,10,1188,1.27,359,0.81,1,2.51
10135,Accessories,2011-02-22,2.46,1,1147,2.51,35,1.59,0,2.51
10135,Accessories,2011-02-23,2.46,5,1160,2.51,179,1.59,0,2.51
10135,Accessories,2011-02-25,1.06,200,1822,1.08,7194,0.68,1,2.51
10135,Accessories,2011-02-28,1.25,3,948,1.27,107,0.81,1,2.51
10135,Accessories,2011-03-01,1.25,10,969,1.27,359,0.81,1,2.51
10135,Accessories,2011-03-03,1.25,10,959,1.27,359,0.81,1,2.51
10135,Accessories,2011-03-04,1.25,1,918,1.27,35,0.81,1,2.51
10135,Accessories,2011-03-10,1.25,2,920,1.27,71,0.81,1,2.51
10135,Accessories,2011-03-14,0.42,60,1117,0.43,2158,0.27,1,2.51
10135,Accessories,2011-03-15,1.25,12,893,1.27,431,0.81,1,2.51
10135,Accessories,2011-03-20,1.25,20,908,1.27,719,0.81,1,2.51
10135,Accessories,2011-03-27,1.25,2,826,1.27,71,0.81,1,2.51
10135,Accessories,2011-03-31,2.46,1,821,2.51,35,1.59,0,2.51
10135,Accessories,2011-04-01,1.25,14,864,1.27,503,0.81,1,2.51
10135,Accessories,2011-04-03,1.25,3,813,1.27,107,0.81,1,2.51
10135,Accessories,2011-04-12,1.25,10,834,1.27,359,0.81,1,2.51
10135,Accessories,2011-04-18,1.25,3,800,1.27,107,0.81,1,2.51
10135,Accessories,2011-05-06,2.46,5,804,2.51,179,1.59,0,2.51
10135,Accessories,2011-05-17,1.25,6,802,1.27,215,0.81,1,2.51
10135,Accessories,2011-05-22,1.25,2,782,1.27,71,0.81,1,2.51
10135,Accessories,2011-06-01,1.25,1,777,1.27,35,0.81,1,2.51
10135,Accessories,2011-06-02,1.25,10,807,1.27,359,0.81,1,2.51
10135,Accessories,2011-06-09,1.25,10,797,1.27,359,0.81,1,2.51
10135,Accessories,2011-06-15,1.25,1,756,1.27,35,0.81,1,2.51
10135,Accessories,2011-06-16,1.25,10,786,1.27,359,0.81,1,2.51
10135,Accessories,2011-06-20,1.25,20,810,1.27,719,0.81,1,2.51
10135,Accessories,2011-06-22,1.25,1,725,1.27,35,0.81,1,2.51
