product_id,date,current_price,suggested_price,new_price,predicted_units,predicted_profit,predicted_revenue,price_change_pct,candidate_count,feasible_candidate_count,selection_reason,guardrail_feasible,guardrail_reasons,run_timestamp
10120,2011-11-30 00:00:00,0.21,0.22,0.23,1.2324,0.1356,0.2835,9.5238,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
10120,2011-12-04 00:00:00,0.21,0.22,0.23,4.3484,0.4783,1.0001,9.5238,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
10124A,2011-11-06 00:00:00,0.42,0.44,0.46,1.1667999999999998,0.245,0.5367,9.5238,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
10124G,2011-11-06 00:00:00,0.42,0.44,0.46,4.258800000000001,0.8943,1.959,9.5238,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
10125,2011-09-30 00:00:00,0.85,0.89,0.94,44.9952,19.7979,42.2955,10.5882,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
10125,2011-10-02 00:00:00,0.85,0.89,0.94,150.4932,66.217,141.4636,10.5882,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
10125,2011-10-06 00:00:00,0.85,0.89,0.94,7.207199999999999,3.1712,6.7748,10.5882,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
10125,2011-10-07 00:00:00,1.63,1.71,1.71,3.0612,2.3265,5.2347,4.908,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10125,2011-10-17 00:00:00,0.85,0.89,0.94,2.4192,1.0644,2.274,10.5882,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
10125,2011-10-25 00:00:00,0.85,0.89,0.94,21.4192,9.4244,20.134,10.5882,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
10125,2011-11-04 00:00:00,0.85,0.89,0.94,20.1372,8.8604,18.929,10.5882,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
10125,2011-11-16 00:00:00,0.85,0.89,0.94,6.2692,2.7584,5.893,10.5882,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
10125,2011-12-04 00:00:00,0.85,0.89,0.94,60.4212,26.5853,56.7959,10.5882,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
10125,2011-12-09 00:00:00,0.85,0.89,0.94,7.419199999999999,3.2644,6.974,10.5882,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
10135,2011-10-03 00:00:00,2.46,2.58,2.58,2.3524000000000003,2.3289,6.0692,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-10-10 00:00:00,2.46,2.58,2.58,5.2084,5.1563,13.4377,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-10-12 00:00:00,2.46,2.58,2.58,3.0644,3.0338,7.9062,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-10-13 00:00:00,1.25,1.31,1.31,1.1387999999999998,0.5694,1.4918,4.8,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-10-17 00:00:00,2.46,2.58,2.58,2.0644,2.0438,5.3262,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-10-19 00:00:00,1.25,1.31,1.31,2.4347999999999996,1.2174,3.1896,4.8,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-10-24 00:00:00,1.25,1.31,1.31,20.1388,10.0694,26.3818,4.8,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-10-25 00:00:00,1.25,1.31,1.31,3.5067999999999997,1.7534,4.5939,4.8,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-10-27 00:00:00,1.25,1.31,1.31,21.7148,10.8574,28.4464,4.8,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-10-31 00:00:00,1.86,1.95,1.95,10.353200000000001,7.7649,20.1887,4.8387,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-02 00:00:00,2.46,2.58,2.58,5.0644,5.0138,13.0662,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-03 00:00:00,1.25,1.31,1.31,1.0668,0.5334,1.3975,4.8,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-04 00:00:00,0.25,0.26,0.28,3.5872,0.4305,1.0044,12.0,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
10135,2011-11-06 00:00:00,1.25,1.31,1.31,36.2828,18.1414,47.5305,4.8,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-08 00:00:00,1.25,1.31,1.31,5.4348,2.7174,7.1196,4.8,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-10 00:00:00,1.86,1.95,1.95,20.9292,15.6969,40.8119,4.8387,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-11 00:00:00,2.46,2.58,2.58,13.208400000000001,13.0763,34.0777,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-14 00:00:00,1.86,1.95,1.95,5.441199999999999,4.0809,10.6103,4.8387,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-16 00:00:00,2.46,2.58,2.58,34.0644,33.7238,87.8862,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-22 00:00:00,1.3,1.37,1.37,2.2188,1.176,3.0398,5.3846,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-23 00:00:00,2.46,2.58,2.58,17.208399999999997,17.0363,44.3977,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-25 00:00:00,1.25,1.31,1.31,3.7148,1.8574,4.8664,4.8,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-27 00:00:00,1.25,1.31,1.31,10.498800000000001,5.2494,13.7534,4.8,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-28 00:00:00,2.46,2.58,2.58,7.7844,7.7066,20.0838,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-29 00:00:00,1.25,1.31,1.31,11.7148,5.8574,15.3464,4.8,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-11-30 00:00:00,1.25,1.31,1.31,10.7148,5.3574,14.0364,4.8,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-12-01 00:00:00,1.25,1.31,1.31,12.1548,6.0774,15.9228,4.8,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-12-05 00:00:00,1.86,1.95,1.95,32.0092,24.0069,62.4179,4.8387,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-12-07 00:00:00,1.25,1.31,1.31,28.7148,14.3574,37.6164,4.8,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
10135,2011-12-08 00:00:00,2.46,2.58,2.58,10.064400000000001,9.9638,25.9662,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-10-03 00:00:00,3.29,3.45,3.45,16.328799999999998,24.9831,56.3344,4.8632,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-10-04 00:00:00,1.69,1.77,1.77,6.9204,5.3979,12.2491,4.7337,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-10-06 00:00:00,1.69,1.77,1.77,17.0944,13.3336,30.2571,4.7337,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-10-10 00:00:00,3.29,3.45,3.45,19.096799999999998,29.2181,65.884,4.8632,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-10-11 00:00:00,1.69,1.77,1.77,4.7804,3.7287,8.4613,4.7337,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-10-12 00:00:00,3.29,3.45,3.45,48.0968,73.5881,165.934,4.8632,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-10-17 00:00:00,3.29,3.45,3.45,2.1548,3.2968,7.4341,4.8632,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-10-19 00:00:00,1.69,1.77,1.77,3.9204000000000003,3.0579,6.9391,4.7337,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-10-30 00:00:00,1.69,1.77,1.77,16.0484,12.5178,28.4057,4.7337,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-10-31 00:00:00,3.29,3.45,3.45,1.1547999999999998,1.7668,3.9841,4.8632,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-11-02 00:00:00,1.69,1.77,1.77,3.9204000000000003,3.0579,6.9391,4.7337,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-11-09 00:00:00,1.69,1.77,1.77,17.8504,13.9233,31.5952,4.7337,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-11-11 00:00:00,2.49,2.61,2.61,32.1016,37.2379,83.7852,4.8193,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-11-14 00:00:00,3.29,3.45,3.45,2.0968,3.2081,7.234,4.8632,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-11-15 00:00:00,1.69,1.77,1.77,2.1064000000000003,1.643,3.7283,4.7337,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-11-16 00:00:00,3.29,3.45,3.45,2.2128,3.3856,7.6342,4.8632,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-11-17 00:00:00,1.69,1.77,1.77,4.9204,3.8379,8.7091,4.7337,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-11-23 00:00:00,1.69,1.77,1.77,16.9204,13.1979,29.9491,4.7337,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-11-24 00:00:00,2.49,2.61,2.61,17.0316,19.7567,44.4525,4.8193,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-11-25 00:00:00,2.49,2.61,2.61,18.9736,22.0094,49.5211,4.8193,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-11-28 00:00:00,3.29,3.45,3.45,17.154799999999998,26.2468,59.1841,4.8632,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-12-01 00:00:00,1.69,1.77,1.77,3.0484,2.3778,5.3957,4.7337,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-12-04 00:00:00,1.69,1.77,1.77,1.9204,1.4979,3.3991,4.7337,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-12-05 00:00:00,3.29,3.45,3.45,16.212799999999998,24.8056,55.9342,4.8632,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
11001,2011-12-06 00:00:00,3.29,3.45,3.45,4.0388,6.1794,13.9339,4.8632,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15030,2011-10-30 00:00:00,0.29,0.3,0.32,3.4492000000000003,0.5174,1.1037,10.3448,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15030,2011-11-09 00:00:00,0.29,0.3,0.32,10.5392,1.5809,3.3725,10.3448,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15030,2011-11-10 00:00:00,0.29,0.3,0.32,12.4492,1.8674,3.9837,10.3448,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15030,2011-12-06 00:00:00,0.29,0.3,0.32,10.0892,1.5134,3.2285,10.3448,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-10-02 00:00:00,0.07,0.07,0.08,18.0,0.54,1.44,14.2857,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-10-03 00:00:00,0.83,0.87,0.91,1200.0487999999998,420.0171,1092.0444,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-10-07 00:00:00,0.14,0.15,0.15,3.5372,0.2122,0.5306,7.1429,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-10-12 00:00:00,0.83,0.87,0.91,48.0488,16.8171,43.7244,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-10-13 00:00:00,0.14,0.15,0.15,5.9992,0.36,0.8999,7.1429,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-10-24 00:00:00,0.48,0.5,0.53,397.3212,79.4642,210.5802,10.4167,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-10-27 00:00:00,0.14,0.15,0.15,29.9992,1.8,4.4999,7.1429,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-10-30 00:00:00,0.14,0.15,0.15,97.2672,5.836,14.5901,7.1429,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-01 00:00:00,0.14,0.15,0.15,27.1712,1.6303,4.0757,7.1429,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-02 00:00:00,0.14,0.15,0.15,61.2672,3.676,9.1901,7.1429,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-03 00:00:00,0.83,0.87,0.91,24.0488,8.4171,21.8844,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-04 00:00:00,0.14,0.15,0.15,5.9992,0.36,0.8999,7.1429,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-08 00:00:00,0.83,0.87,0.91,312.1008,109.2353,284.0117,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-09 00:00:00,0.48,0.5,0.53,2.6852,0.537,1.4232,10.4167,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-11 00:00:00,0.83,0.87,0.91,13.0488,4.5671,11.8744,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-13 00:00:00,0.14,0.15,0.15,1.6332,0.098,0.245,7.1429,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-15 00:00:00,0.6,0.63,0.66,12.8956,3.2239,8.5111,10.0,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-16 00:00:00,0.48,0.5,0.53,17.1572,3.4314,9.0933,10.4167,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-21 00:00:00,0.14,0.15,0.15,5.5372,0.3322,0.8306,7.1429,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-22 00:00:00,0.14,0.15,0.15,49.2672,2.956,7.3901,7.1429,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-24 00:00:00,0.14,0.15,0.15,26.1132,1.5668,3.917,7.1429,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-28 00:00:00,0.14,0.15,0.15,40.6332,2.438,6.095,7.1429,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-29 00:00:00,0.83,0.87,0.91,12.0488,4.2171,10.9644,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-11-30 00:00:00,0.83,0.87,0.91,1.1547999999999998,0.4042,1.0509,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-12-05 00:00:00,0.83,0.87,0.91,3.0488,1.0671,2.7744,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15034,2011-12-08 00:00:00,0.83,0.87,0.91,1.0488,0.3671,0.9544,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-10-03 00:00:00,0.83,0.87,0.91,18.9976,8.169,17.2878,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-10-04 00:00:00,1.17,1.23,1.23,100.9968,54.5383,124.2261,5.1282,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-10-05 00:00:00,0.83,0.87,0.91,601.7336,258.7454,547.5776,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-10-06 00:00:00,0.83,0.87,0.91,12.733600000000001,5.4754,11.5876,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-10-10 00:00:00,1.1,1.16,1.16,15.808,8.2202,18.3373,5.4545,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-10-11 00:00:00,1.36,1.43,1.43,62.978,39.6761,90.0585,5.1471,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-10-12 00:00:00,0.83,0.87,0.91,18.2096,7.8301,16.5707,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-10-13 00:00:00,0.83,0.87,0.91,40.9976,17.629,37.3078,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-10-14 00:00:00,1.23,1.29,1.29,85.59479999999999,48.789,110.4173,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-10-17 00:00:00,1.1,1.16,1.16,30.996,16.1179,35.9554,5.4545,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-10-18 00:00:00,1.63,1.71,1.71,87.3012,66.3489,149.2851,4.908,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-10-19 00:00:00,1.23,1.29,1.29,6.1028,3.4786,7.8726,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-10-20 00:00:00,0.83,0.87,0.91,20.947599999999998,9.0075,19.0623,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-10-21 00:00:00,0.83,0.87,0.91,50.2096,21.5901,45.6907,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-10-24 00:00:00,1.63,1.71,1.71,36.2392,27.5418,61.969,4.908,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-10-25 00:00:00,1.23,1.29,1.29,5.5328,3.1537,7.1373,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-10-27 00:00:00,0.83,0.87,0.91,26.4716,11.3828,24.0892,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-10-30 00:00:00,0.83,0.87,0.91,26.947599999999998,11.5875,24.5223,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-10-31 00:00:00,1.63,1.71,1.71,48.917199999999994,37.1771,83.6484,4.908,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-11-01 00:00:00,0.83,0.87,0.91,17.2096,7.4001,15.6607,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-11-02 00:00:00,1.36,1.43,1.43,37.656,23.7233,53.8481,5.1471,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-11-03 00:00:00,1.63,1.71,1.71,27.1792,20.6562,46.4764,4.908,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-11-04 00:00:00,1.63,1.71,1.71,3.1172,2.3691,5.3304,4.908,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-11-08 00:00:00,1.63,1.71,1.71,2.5472,1.9359,4.3557,4.908,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-11-09 00:00:00,0.83,0.87,0.91,11.9476,5.1375,10.8723,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-11-10 00:00:00,0.83,0.87,0.91,48.733599999999996,20.9554,44.3476,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-11-11 00:00:00,1.23,1.29,1.29,12.8568,7.3284,16.5853,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-11-13 00:00:00,0.83,0.87,0.91,15.4716,6.6528,14.0792,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-11-15 00:00:00,1.23,1.29,1.29,25.8408,14.7293,33.3346,4.878,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-11-16 00:00:00,1.1,1.16,1.16,33.746,17.5479,39.1454,5.4545,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-11-17 00:00:00,1.63,1.71,1.71,61.0552,46.402,104.4044,4.908,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
15036,2011-11-18 00:00:00,0.83,0.87,0.91,1.7336,0.7454,1.5776,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-11-21 00:00:00,0.83,0.87,0.91,13.4716,5.7928,12.2592,9.6386,3,0,best_adjusted_candidate,False,min_price_floor|max_change_upper_bound,2026-08-11T13:26:57.484342+00:00
15036,2011-11-22 00:00:00,1.63,1.71,1.71,24.1172,18.3291,41.2404,4.908,3,3,best_feasible_candidate,True,,2026-08-11T13:26:57.484342+00:00
